"",Matrix::rowSums(assay(gast_cds))
LOC105345829,120
LOC105345828,35
LOC117691284,2
LOC109620928,35
LOC105345827,20
LOC105345826,5917
LOC105345824,27504
LOC105317929,1560
LOC105317928,786
LOC105324468,84
LOC105317927,112
LOC117691287,93
LOC105343684,11
LOC117691286,54
LOC109620356,52
LOC105341543,2
LOC117691288,53
LOC105332334,11832
LOC109619254,1297
LOC105332335,10
LOC105332336,7
LOC105332337,331274
LOC105332338,1050
LOC117691289,13
LOC117691290,3
LOC105332950,2
LOC105332340,0
LOC109619241,6
LOC105332276,1
LOC105332344,35
LOC105332402,9
LOC117691291,78
LOC105331349,7292
LOC105332342,17
LOC105331341,2321
LOC105331326,3125
LOC105331367,1
LOC105331297,9126
LOC105331285,4436
LOC105331275,12
LOC117691292,0
LOC109619871,2
LOC105337323,0
LOC105337319,1
LOC105337320,0
LOC105337322,6
LOC105337318,6
LOC109619870,13
LOC105337317,12
LOC117691293,0
LOC105337316,350
LOC105337315,13228
LOC105337314,370
LOC117691294,46
LOC117691059,0
LOC117690775,261
LOC105320144,1
LOC105320143,1
LOC117690962,248
LOC117690833,28
LOC105348219,1
LOC105348245,1784
LOC117691395,0
LOC117691396,0
LOC117691407,0
LOC117691404,1
LOC117691409,0
LOC117691406,1
LOC117691969,12
LOC105324666,11
LOC117691413,0
LOC117691408,17
LOC105327899,67
LOC117691412,4
LOC117691410,175
LOC117691401,0
LOC117691398,1
LOC117691403,0
LOC117691971,0
LOC117691397,9
LOC105327881,8226
LOC105339739,2171
LOC117691402,240
LOC105331122,1382
LOC117691405,1830
Trnak-cuu,0
LOC117691411,0
LOC109618711,0
LOC105327884,1
LOC117691400,8
LOC117691399,29
LOC105339740,17501
LOC117680436,1791
LOC105331139,7634
Trnak-cuu_1,0
LOC105331158,137
LOC105341153,1869
LOC105346058,3
LOC105337332,2603
LOC117691414,0
LOC105343341,32
LOC117691422,12
LOC105343323,0
LOC117691420,1
LOC117691421,2
LOC117691415,1
LOC117691419,2
LOC117691417,1
LOC117691418,19
LOC117691416,17
LOC105343324,3830
LOC117691423,7
LOC105343325,5
LOC105343342,1926
LOC105338230,32
LOC117691453,10
LOC117691445,0
LOC105322284,22
LOC105334717,0
LOC105326238,2
LOC117691444,2
LOC117691972,0
LOC117680500,96
LOC117691451,0
LOC105348142,59
LOC117691425,57
LOC117691973,0
LOC105323445,1329
LOC117690839,72
LOC117691974,0
LOC117690840,2
LOC117691439,2
LOC117691424,51
LOC117691438,334
LOC117691440,1
LOC117691432,1
LOC109617845,1
LOC117691975,0
LOC117690843,120
LOC117691446,5
LOC117691436,52
LOC117691454,0
LOC117691452,0
LOC117691435,7
LOC117691442,43
LOC105322593,654
LOC117691431,2355
LOC105321790,0
LOC117691448,1
LOC105340960,153
LOC117691976,698
LOC117691433,10
LOC117691443,426
LOC117691977,2498
LOC117691450,0
LOC117691429,1
LOC105336423,24
LOC105336438,33
LOC105319315,11
LOC105336607,5960
LOC117691447,0
LOC117691437,1
LOC105326240,105
LOC117691426,232
LOC105336603,4655
LOC105336604,0
LOC117691455,12
LOC117691456,0
LOC117691457,2
LOC105349165,3
LOC105349164,1
LOC105321877,1
LOC117680414,3
LOC117691459,0
LOC105321879,1
LOC105342206,1
LOC117690994,0
LOC117691362,44
LOC105342205,1
LOC105342199,4
LOC117691978,0
LOC117691979,0
LOC117692108,10
LOC117692109,0
LOC117692111,0
LOC117691980,0
LOC117692112,1
LOC117692113,0
LOC117692114,0
LOC117692115,467
LOC117692080,2
LOC117691386,0
LOC117690751,0
LOC117690752,0
LOC117691500,1
LOC105334876,1
LOC117680623,4
LOC105334872,1
LOC105334880,19
LOC117690770,41
LOC117690690,0
LOC117690691,17
LOC105334869,1973
LOC105334868,152
LOC105334867,7
LOC105337422,12
LOC105318961,1
LOC105318960,1
LOC105318959,0
LOC105330822,90
LOC117692199,36
LOC117692200,19
LOC117692197,0
LOC117692198,1
LOC117690952,0
LOC105318985,1
LOC105317909,2
LOC105329137,2
LOC117692253,1
LOC117690882,9
LOC117691084,0
LOC117692174,3
LOC117690755,1763
LOC117690756,17
LOC117690689,1
LOC117691981,3
LOC117680512,11
LOC117690681,43
LOC117691268,0
LOC117691085,0
LOC117690893,9
LOC105324518,2
LOC117691982,3
LOC105321945,846
LOC117692252,418
LOC109617414,2357
LOC105317700,1473
LOC105349187,0
LOC117690841,0
LOC105330748,39
LOC105333737,61
LOC117691765,0
LOC105317208,3162
LOC117691491,3
LOC117691490,13
LOC105317205,0
LOC117680517,0
LOC117691983,3
LOC117691492,2036
LOC117691493,0
LOC105332723,293
LOC105328148,717
LOC117691494,20
LOC105317134,3435
LOC105317132,1
LOC105332081,1
LOC105332075,2
LOC117691495,0
LOC117691496,0
LOC117691497,0
LOC117691498,0
LOC117691984,0
LOC109620197,0
LOC105332523,0
LOC117690747,0
LOC117690748,19
LOC117690749,0
LOC117690750,0
LOC117691002,6
LOC117691001,17
LOC117691742,0
LOC117690810,0
LOC117690809,0
LOC117691985,1
LOC117690939,0
LOC117691662,0
LOC117691051,35
LOC117691032,22
LOC117691764,0
LOC117690827,1
LOC117690812,0
LOC117690781,0
LOC117690777,0
LOC117690778,22
LOC117691057,0
LOC117691477,0
LOC117691986,11
LOC117691346,24
LOC117691296,126
LOC117690618,4
LOC117690616,1
LOC117690617,0
LOC105334572,24
LOC105327215,0
LOC117690794,0
LOC117690793,0
LOC117690792,0
LOC117691987,5
LOC117691052,0
LOC117691988,0
LOC117691989,0
LOC117690642,0
LOC117690643,0
LOC117690644,0
LOC117690645,0
LOC105320457,0
LOC117690646,0
LOC117690665,0
LOC117690803,46
LOC117690801,40
LOC117691627,0
LOC117691628,0
LOC105333432,1
LOC117691990,0
LOC117691629,6
LOC117680354,0
LOC105338686,0
LOC117691630,265
LOC105333395,3451
LOC105333391,337
LOC105333511,2
LOC105333488,0
LOC117691991,0
LOC117691631,0
LOC105333373,3
LOC105333481,0
LOC117680599,3
LOC105344895,2
LOC117691992,1
LOC117691632,0
LOC105318693,1
LOC105318694,0
LOC105318695,0
LOC105318696,0
LOC105322863,0
LOC117691633,1
LOC117691634,10
LOC117691635,0
LOC105334843,1247
LOC105334848,607
LOC105334846,262
LOC105334847,31254
LOC117691636,7
LOC117691637,1
LOC117691638,6
LOC117691993,69
LOC117691639,0
LOC117691995,6
LOC117691640,0
LOC117691017,271
LOC117690927,0
LOC117691996,1
LOC117691478,1
LOC117691479,0
LOC117691480,0
LOC117680669,0
LOC117691481,0
LOC117691482,0
LOC117691483,0
LOC117691488,170
LOC117691485,0
LOC117691487,0
LOC117691484,1071
LOC117691486,1
LOC117690783,1119
LOC117692104,688
LOC117692105,3348
LOC117692106,3
LOC117692107,0
LOC117691997,0
LOC109618080,0
LOC105321412,4
LOC117691499,0
LOC105319981,0
LOC117691998,0
LOC105324749,8
LOC105324785,1684
LOC117691652,1
LOC117691653,2
LOC105320315,870
LOC105320314,565
LOC105320313,5
LOC105320312,258
LOC117691654,0
LOC105348599,4
LOC117691999,1
LOC117691655,0
LOC105348598,2
LOC105318992,13
LOC117691272,0
LOC117691314,0
LOC117692000,0
LOC105323892,42
LOC117692179,0
LOC117692182,2151
LOC117692185,37
LOC117692180,0
LOC117692184,0
LOC117692181,0
LOC117692183,0
LOC117692001,24
LOC117692002,0
LOC117692186,8
LOC117692003,2
LOC117692004,4
LOC105340220,34
LOC117691023,0
LOC117690999,0
LOC109617113,5
LOC105323620,68
LOC105333924,1
LOC105323580,32
LOC105328745,4
LOC105323585,13
LOC109618529,30
LOC117691328,420
LOC105323587,9792
LOC105323588,11
LOC105323589,3547
LOC105323590,12125
LOC105323591,77
LOC105323592,7
LOC105348449,4
LOC105334814,2167
LOC117691329,0
LOC117692005,7
LOC117692006,0
LOC117691330,3
LOC109619558,5
LOC117691331,5
LOC105333413,3
LOC117691332,1334
LOC109619122,1
LOC105330664,17
LOC105346778,1927
LOC117690637,0
LOC105331304,32
LOC117692264,0
LOC117692265,0
LOC117692267,81
LOC117692266,91
LOC117692007,0
LOC117690796,31
LOC109617680,61
LOC117692294,0
LOC117691033,0
LOC117690820,0
LOC117692008,1
LOC105333779,26801
LOC105333777,255
LOC117692254,28
LOC105325337,7
LOC117692255,15
LOC105333776,30898
LOC117692256,3
LOC105333829,25
LOC117692257,3
LOC109619465,5
LOC105333775,194
LOC105333774,77178
LOC105333773,11189
LOC105323879,100
LOC105320825,35
LOC117692258,0
LOC117692259,19
LOC117692260,2
LOC105333412,965
LOC117692261,0
LOC105334813,0
LOC117692262,0
LOC105334815,2408
LOC117692263,3
LOC117680358,1462
LOC117690746,18
LOC117690834,0
LOC117691658,6167
LOC117691659,18
LOC105333780,10
LOC105330803,3
LOC109619067,8
LOC117691660,0
LOC117691661,0
LOC117690619,0
LOC117690620,0
LOC109620839,0
LOC117690621,2
LOC117692009,3
LOC117690622,13
LOC105340349,54
LOC117691788,0
LOC117690881,0
LOC117692010,10
LOC117692011,27
LOC117691316,0
LOC117691317,0
LOC117691318,0
LOC105345118,1713
LOC105335449,166
LOC105348902,5060
LOC105348903,1232
LOC105348905,5917
LOC105338056,228
LOC105348906,12
LOC105338055,44935
LOC105348908,6
LOC105332173,0
LOC117691322,1371
LOC105335169,13
LOC117691323,1
LOC117691321,0
LOC117691320,0
LOC105327888,2
LOC117691324,0
LOC117690918,8
LOC117692012,169
LOC117692223,1159
LOC105334978,5
LOC105334956,5103
LOC105334954,52445
LOC117691342,8
LOC105334952,19
LOC105334951,7
LOC117691343,102
LOC105321935,14394
LOC117691344,0
LOC117691345,5
LOC105318783,17159
LOC117690785,0
LOC117692302,319
LOC105318785,79
LOC105348393,25
LOC117691202,0
LOC105319752,4195
LOC117691203,40
LOC105319753,27525
LOC105319754,249
LOC105319755,7784
LOC105319757,2576
LOC105319756,1554
LOC105319763,1217
LOC105319758,13
LOC117691204,0
LOC117691205,0
LOC117691206,45
LOC117691055,0
LOC117690891,1
LOC117691358,26
LOC109619186,0
LOC117691035,0
LOC117680655,87
LOC117692332,4
LOC117692333,2
LOC109620978,6
LOC105326795,166
LOC117690811,3
LOC117691766,0
LOC109617639,0
LOC109617634,0
LOC117691094,4
LOC105320268,58
LOC105320807,3703
LOC105320795,20
LOC105320796,5272
LOC105320808,1
LOC105320797,5756
LOC105320798,1188
LOC117691095,949
LOC105347574,548
LOC105347575,35
LOC117691096,59
LOC105320801,1
LOC117692013,0
LOC105324382,3
LOC117691097,0
LOC105342818,4
LOC117692014,0
LOC117692015,1
LOC117691098,1
LOC117691099,0
LOC105330555,5
LOC117691100,0
LOC105332526,34
LOC105342479,728
LOC105332528,6062
LOC105322911,17
LOC117691064,0
LOC105347810,0
LOC105347803,0
LOC109621093,0
LOC105347799,1
LOC117690963,0
LOC117691720,102
LOC117691721,13
LOC117691722,1
LOC117691723,0
LOC117691724,0
LOC117691728,0
LOC117691734,0
LOC117691730,0
LOC109617897,0
LOC117692016,0
LOC105322294,0
LOC117691725,0
LOC117691732,0
LOC117691727,0
LOC117691726,0
LOC117691729,0
LOC117691731,0
LOC117691733,0
LOC117692297,0
LOC117692298,0
LOC117692296,750
LOC117692299,0
LOC117692300,0
LOC105340448,2
LOC105326781,387
LOC117692301,4
LOC117691025,0
LOC117692325,0
LOC117692326,0
LOC117692327,0
LOC105326776,2
LOC105326775,266
LOC109618567,13
LOC117692316,0
LOC117692317,2
LOC117692318,0
LOC117692017,18
LOC105326774,0
LOC117692319,0
LOC117690630,0
LOC117690631,15
LOC117690808,0
LOC117690807,6
LOC117690786,0
LOC117690787,0
LOC117690788,0
LOC105334442,13
LOC105321268,642
LOC117692092,209
LOC117692093,0
LOC117692094,2
LOC117692095,4
LOC105346227,0
LOC117692096,0
LOC117692018,0
LOC117692019,0
LOC117692097,69
LOC117692020,5
LOC117690925,5
LOC105321262,4
LOC105321261,7
LOC105321260,20
LOC117691027,26
LOC105321259,0
LOC117691501,19
LOC105321257,6
LOC105346099,0
LOC117691502,0
LOC105346093,15
LOC105346095,18
LOC105346096,2
LOC109617561,19
LOC105346097,7
LOC117691503,11
LOC105346098,0
LOC117691504,6
LOC105318290,0
LOC117691505,2
LOC105327765,0
LOC105327766,0
LOC117692329,16
LOC117692330,4
LOC117692331,3
LOC105327767,0
LOC109618204,9
LOC117690836,20
LOC117690835,1132
LOC105321909,49
LOC105348716,7430
LOC105321916,2871
LOC117691741,0
LOC105348700,1128
LOC117691062,0
LOC117691780,0
LOC117691781,0
LOC105348698,5
LOC117691782,64
LOC105320503,1018
LOC105320502,90
LOC105320500,1119
LOC105320523,222
LOC105320522,828
LOC105320499,1624
LOC117691021,0
LOC117692021,0
LOC117690959,3
LOC105331986,49
LOC105341533,8
LOC117691571,52
LOC105340463,153
LOC105330296,1
LOC105328132,4051
LOC117691572,28642
LOC105332699,52
LOC105340040,1092
LOC105340039,3259
LOC105340037,47
LOC105340036,9000
LOC105340035,1876
LOC105340031,37
LOC117691573,21
LOC117691574,10
LOC117691577,346
LOC105340029,2557
LOC117691579,0
LOC117691578,1
LOC117691576,6
LOC105321414,0
LOC117691580,67
LOC105320264,7
LOC105328553,1
LOC105328430,753
LOC117691581,160
LOC105343600,135
LOC117691582,725
LOC105343601,651
LOC105343602,17094
LOC105343604,3367
LOC105343605,17665
LOC105343607,242
LOC105343608,2287
LOC105343610,1
LOC105343620,1041
LOC105343614,498
LOC105343621,397
LOC117691583,64
LOC117691584,4150
LOC105322538,3079
LOC105329982,2035
LOC105329983,1496
LOC105329985,27
LOC105329986,12739
LOC105329987,4977
LOC105329988,189
LOC105329989,90
LOC105329990,12691
LOC105329992,638
LOC105329993,482
LOC105330008,207
LOC105329994,5279
LOC105330010,3
LOC117691585,9
LOC117691586,0
LOC117691587,6
LOC117691588,248
LOC105330001,45107
LOC105330002,31
LOC105330006,6624
LOC105330003,18439
LOC105318792,10
LOC117690776,0
LOC117690666,2
LOC105325189,461
LOC117692187,0
LOC105325188,0
LOC105325187,4322
LOC117692188,20
LOC117690911,59
LOC117690806,10
LOC117690771,2
LOC105337636,24956
LOC109619917,0
LOC105337635,54
LOC105328738,119
LOC105328730,28
LOC105341023,5
LOC117691789,1
LOC105328774,4
LOC105331961,3
LOC117691790,0
LOC105336815,50
LOC109617073,5
LOC105332924,6
LOC105332923,13
LOC105332926,483
LOC117691791,0
LOC105332925,267
LOC105320166,6487
LOC109617592,4
LOC105320161,30605
LOC117691793,50
LOC105329160,1215
LOC117691792,1067
LOC105329166,29
LOC105329158,4575
LOC105329159,2049
LOC105329156,156
LOC117691794,27
LOC105329495,246
LOC109618899,75
LOC105329152,43
LOC105329151,1583
LOC117692022,0
LOC117691795,0
LOC109618850,4
LOC117691796,1
LOC117691763,0
LOC117691374,1
LOC117691375,77
LOC117692023,0
LOC105329147,15
LOC117691376,536
LOC117691377,258
Trnaf-gaa_2,0
LOC117691378,4
LOC105329144,117515
LOC105329143,10
LOC105329141,5464
LOC105329140,23
LOC105329138,7
LOC117691704,5288
LOC105329164,22
LOC105329135,44
LOC105329134,0
LOC105329133,10534
LOC105329132,154
LOC117692024,0
LOC117691705,0
LOC105329131,23
LOC105329130,112
LOC117691706,6
LOC117691707,48
LOC105348444,0
LOC117691380,0
LOC117690655,1
LOC117690657,8
LOC117690654,0
LOC105324456,1
LOC105326021,205
LOC105326022,2406
LOC117691597,166
LOC105331679,61
LOC117691598,0
LOC105331678,3891
LOC105331677,5578
LOC117691599,0
LOC117691600,318
LOC105318476,2535
LOC117691601,15
LOC105318474,1041
LOC105318473,138
LOC105318472,9835
LOC105318470,13651
LOC117691602,43
LOC105318469,72
LOC117691603,54
LOC117691604,11
LOC105318468,43
LOC105318465,14
LOC105322775,0
LOC105343474,2
LOC105343473,2
LOC105343470,270
LOC117691605,0
LOC105343471,43
LOC117691606,165
LOC117692025,53
LOC117691607,1249
LOC105322059,73
LOC105322058,11
LOC105322057,1384
LOC105322056,5249
LOC117691608,0
LOC109618146,4
LOC117691609,0
LOC117691610,0
LOC117691611,0
LOC117691612,0
LOC117691613,2
Trnat-ggu_11,0
LOC105322055,2
LOC105322054,131
LOC105320224,866
LOC105320236,4738
LOC105320262,21
LOC117692026,88
LOC105320280,10
LOC105320288,794
LOC105320296,4982
LOC105346138,28
LOC105346137,24
LOC117691614,1
LOC117692027,137
LOC105346135,2
LOC117691615,33
LOC117691616,2250
LOC105329500,4007
LOC105329501,534
LOC117692028,3
LOC105329502,12730
LOC105329503,2327
LOC117691624,2
LOC117691619,36
LOC117691622,0
LOC117691620,220
LOC117691617,1626
LOC117692029,0
LOC117691618,121
LOC117691623,5
LOC117691621,62
LOC109620965,8
LOC109620966,14
LOC105346067,7768
LOC109620964,45
LOC117691625,3
LOC117691626,0
LOC105342034,10
LOC117692030,0
LOC105342032,116
LOC105342031,1295
LOC105342072,500
LOC109619145,768
LOC105342030,18459
LOC105342029,1512
LOC117691326,65
LOC105323764,2317
LOC105324069,6575
LOC105323752,266
LOC105323733,26645
LOC105323716,1708
LOC105317361,0
LOC109618631,2
LOC117691327,1
LOC105331814,0
LOC105330987,2
LOC109618335,18
LOC117692211,1
LOC117692031,0
LOC117692032,1
LOC117692212,1
LOC117692213,0
LOC105337205,200
LOC105337204,312
LOC105335362,138
LOC117692214,10
LOC105335360,0
LOC105335357,344
LOC117692215,452
LOC105320766,7788
LOC105320764,2981
LOC117692216,1735
LOC105320765,0
LOC105320763,263
LOC105320762,249
LOC117692217,64
LOC117692218,37
LOC105341820,8413
LOC105341786,3085
LOC105326062,6072
LOC109618470,7
LOC117692219,91
LOC105325070,581
LOC109618295,642
LOC105325111,3010
LOC105329774,36
LOC105329849,15
LOC105330005,11
LOC105337395,115
LOC117692220,1
LOC105321813,17
LOC105332240,83
LOC105332241,1194
LOC105332242,26044
LOC105331179,2385
LOC117692221,0
LOC105331174,3
LOC117692222,0
LOC117690800,0
LOC117680418,2322
LOC117691387,685
LOC105336007,1195
LOC117691388,19
LOC117691389,88
LOC105321277,85694
LOC117691391,126
LOC105335324,1743
LOC105335302,2557
LOC105335322,322
LOC117691392,2
LOC117691393,0
LOC109617507,114
LOC105335297,0
LOC105335298,2
LOC105335299,195
LOC117691394,96
LOC117691848,3
LOC117692033,8
LOC117692034,112
LOC109619292,5
LOC105335294,11
LOC105335293,52
LOC105335317,0
LOC117691852,1
LOC105335292,0
LOC105335290,2
LOC105332974,0
LOC117691853,183
LOC117691862,0
LOC117691865,30
LOC117680390,252
LOC117691859,3
LOC105329231,228
LOC117691854,59
LOC117691858,371
LOC105331463,827
LOC109619146,0
LOC117691857,6
LOC105331466,924
LOC105344548,2
LOC109620760,54
LOC105323701,0
LOC105323700,0
LOC109617082,0
LOC105323697,1
LOC117691855,17
LOC117691860,1
LOC117691866,13
LOC117691863,0
LOC117691856,833
LOC117691861,72
LOC105337800,1735
LOC105336801,29
LOC117691864,62
LOC105337799,41
LOC105337798,171
LOC105337797,319
LOC105337796,3724
LOC117691867,2613
LOC105342036,255
LOC117691897,2
LOC105323696,14
LOC109618101,14
LOC117691880,2
LOC117691902,0
LOC117691881,2
LOC117691904,0
LOC117691882,0
LOC117692035,0
LOC117691896,0
LOC117692036,0
LOC117691895,0
LOC117691871,0
LOC117691868,121
LOC117692037,3
LOC117691892,0
LOC117691890,37
LOC117691888,119
LOC117691869,356
LOC105327491,245
LOC117691889,431
LOC117691875,842
LOC117691884,3
LOC109620624,39
LOC117691885,0
LOC117692039,1
LOC117691874,0
LOC117691887,5
LOC105319254,0
LOC117691894,0
LOC117691886,46
LOC117692040,0
LOC117691900,0
LOC105324058,684
LOC117691883,0
LOC117692041,0
LOC117691898,0
LOC117691899,0
LOC117691901,0
LOC117691878,1
LOC105337795,42
LOC117692042,20
LOC117691876,715
LOC105324112,10
LOC117691873,0
LOC117691879,0
LOC105324125,1
LOC117691903,0
LOC117691891,0
LOC117691870,2
LOC117692043,1
LOC105345751,8
LOC117680636,1
LOC117691877,3
LOC117691893,5
LOC117691872,801
LOC105331464,3
LOC105331473,236
LOC105331472,122
LOC105331461,2591
LOC105331460,93
LOC105331458,2824
LOC117691103,8
LOC105331456,16
LOC105331455,158
LOC117691104,106
LOC105331471,132
LOC105331452,715
LOC105331470,3
LOC117691105,14
LOC117691106,21
LOC105331449,2838
LOC117691107,57
LOC105331447,16254
LOC105331448,96406
LOC105331445,21
LOC117692044,0
LOC109620085,769
LOC105338973,1
LOC117691108,0
LOC105331786,0
LOC117691109,0
LOC117691111,0
LOC117691110,3
LOC117691112,2
LOC117680649,10
LOC117691113,44
LOC117692045,0
LOC117691114,310
LOC105338981,1053
LOC105338972,194
LOC105338971,1663
LOC105338968,5388
LOC117691115,17136
LOC105334644,815
LOC117691116,10
LOC117691122,21
LOC117691117,51
LOC117691124,81
LOC117691121,3
LOC117691118,4
LOC109619033,220
LOC105339271,214
LOC109619109,1
LOC117691119,0
LOC105326186,6
LOC117691126,57
LOC109617973,12
LOC105336005,3122
LOC117691125,92
LOC105336006,83
LOC117691120,2636
LOC105336008,86
LOC105325316,82
LOC105325317,0
LOC117691128,0
LOC117691123,1
LOC117691127,0
LOC117691129,0
LOC117691130,3126
LOC117691131,816
LOC117691132,1
LOC117691133,3
LOC105326798,0
LOC105317214,26
LOC105326777,1
LOC105326778,5
LOC105326780,6
LOC117691135,1915
LOC109619436,4
LOC105324999,115
LOC117691146,19
LOC117691141,0
LOC117691138,11
LOC117691153,0
LOC117691140,3
LOC117691139,0
LOC117691134,972
LOC117691149,2
LOC117691145,141
LOC117691144,0
LOC117691136,74
LOC117691152,0
LOC117691148,59
LOC117691150,845
LOC105318283,9
LOC117691143,1
LOC105318305,0
LOC117692046,0
LOC117692047,0
LOC117691137,290
LOC117691142,0
LOC117691151,24
LOC105346078,17
LOC117691147,1
LOC117691333,398
LOC117691178,0
LOC117691177,35
LOC105329783,28
LOC109618936,36
LOC117691476,69
LOC105329030,0
LOC117691681,0
LOC117690813,982
LOC117690684,0
LOC117691020,121
LOC117692048,0
LOC117692049,0
LOC117690993,0
LOC117691266,0
LOC117691004,2212
LOC117690772,0
LOC117690773,6
LOC117690774,0
LOC117691768,0
LOC109619633,0
LOC117691767,0
LOC109621092,81
LOC117691769,0
LOC117691770,0
LOC117691771,0
LOC117691772,10
LOC117691773,2549
LOC117680361,1
LOC117691774,11
LOC105328952,261
LOC117691775,0
LOC117691776,0
LOC117691777,12
LOC117691778,0
LOC117691779,0
LOC105343971,472
LOC105343962,33
LOC117680359,13
LOC117691460,0
LOC117691461,7
LOC117691462,0
LOC117691463,4
LOC105319982,0
LOC105320802,5
LOC117691464,10
LOC117691465,4
LOC105320800,7
LOC105320809,2893
LOC117680295,2586
LOC117691466,4141
LOC117692050,3
LOC117691467,1482
LOC117691468,31
LOC105320267,3
LOC117691469,1
LOC117680630,0
LOC117691471,4
LOC117691470,83
LOC117691472,0
LOC117691473,0
LOC105320279,0
LOC105323935,12
LOC105320266,0
LOC105320265,52
LOC105320278,1
LOC109617635,1
LOC117691334,0
LOC117691335,0
LOC117692051,0
LOC117691336,1
LOC105320261,569
LOC105320260,3
LOC105320259,1
LOC105320258,204
LOC105320257,2228
LOC105320256,9128
LOC105320255,163
LOC117691337,21
LOC117691338,2
LOC105320254,120
LOC105320253,2634
LOC105320252,135
LOC117691339,8
LOC105347879,9
LOC117691340,2
LOC117692052,0
LOC117692053,0
LOC117690804,0
LOC117690661,0
LOC117690662,0
LOC117690663,0
LOC117690664,155
LOC117691029,1
LOC117691489,0
LOC117691295,1
LOC105324258,2
LOC117690697,13
LOC117690698,25
LOC117690996,9
LOC117691851,2
LOC117692054,0
LOC117692055,0
